text,images,videos,gender
"বিশ্বসেরা অলরাউন্ডার এবং হারল্যান স্টোরের ব্র্যান্ড অ্যাম্বাসেডর সাকিব আল হাসান আসছেন মাদারীপুর! আপনি আসছেন তো?
ঠিকানা: মোল্লা মার্কেট, রোড-৭১, শিবচর মাদারীপুর 
০৪ মে, ২০২৪ দুপুর ১২ টা… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/440321069_993707778775148_5160118754992990517_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=9yGW5ocQfzQQ7kNvgEYdV8z&_nc_ht=scontent.fird1-1.fna&oh=00_AYCT-OPAR8eCZmyRQ2k2W8pQaZS_GOnmGVmGWQYIqyFTdA&oe=666F4DBF'],[],m
"""Get ready to ride! Rubel Express Grand Opening. Don't miss out!""
Location -
Nutun Bazar 100 Feet Madani Avenue, Vatara, Dhaka baridhara , bashundhara ..
#RubelExpress
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1517710775769265/?__cft__[0]=AZUYYC95ulADaV6oVLf8RUMB_CSlNBiUouduv_LhFpvkBcktSkNlIa0_Gs0BcURrcSBQRs6NsYsC4RUufcxaVVVOabi2Cy-IgD6po-yaGKoNF4-93WJ_dd15gW-JN3SPVa_nr4J4SpO3vys8250ZQqQAErcrBdLgDgy6hzaqzyTWB7cYzL11y6_rGOZ8AwFj7YscxS7G88YduPOukTHNsm4v&__tn__=%2B%3FFH-R'],m
#SAH75 #DBLceramics,[],['https://www.facebook.com/dblceramics/videos/737211141631587/?__cft__[0]=AZUzIO3K3Dxr0TV3aprvoYVr3rYtKzFbNHcvKwfda_R9Mf9GpCP5bCR1X6rzQEdv0edUHycIdyHzVeU_0iKb9lDNu5b-B_kyp3w6FCexFjFIXFEyz8CNE57nmKSA9EX9WyZd_iVQV5KzB11VIoE4rn00Cx13uTucGQCr4liDztaCHSqn0ZkEguSBL-BmGJvfZvkgc57CeOKHrlX_zt-lZPJc1iCbaSauCL8klsqFsP15JG4YIux7m-ACrAunGp4iKEk&__tn__=%2B%3FFH-y-R'],m
"Hello everyone, you'll be very excited to know that I'm doing an exclusive interview with Bongo covering many aspects of my professional and personal life. If you have any interesting questions to ask me, then please write your question in the comments section below and I'll try to answer some of them during the Interview! Thanks - Shakib
হ্যালো সবাইকে, আপনারা জেনে খুশি হবেন যে আমি আমার পেশাগত এবং ব্যক্তিগত জীবনের পাশাপাশি অনেক বিষয় নিয়ে Bongo-এর সাথে একটি এক্সক্লুসিভ সাক্ষা… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/440879442_992915668854359_3394222549971363914_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=aNZPIZP2qNAQ7kNvgFPLbXv&_nc_ht=scontent.fird1-1.fna&oh=00_AYDdnmYosUDF5xRBlocQYS9w2BzSj3yBtk4H5G5ojlSrbw&oe=666F3C73'],[],m
"শার্ক ট্যাংক বাংলাদেশ সিজন ১ এর প্রথম এপিসোড দেখলাম। দারুণ হয়েছে। পরেরটা দেখার জন্য বসে আছি। এমন একটা আন্তর্জাতিক মানের শো বাংলাদেশে আনার জন্য Bongo কে ধন্যবাদ!
১ম এপিসোডের লিংক: https://links.bongobd.com/links/SHARKTANK-BD-EP01
I watched the first episode of Shark Tank Bangladesh Season 1. It was amazing. Can't wait to see the next one. Thanks to Bongo for bringing such an internationally acclaimed show to Bangladesh!",[],[],m
"#BhaiyaHotels
#SAH75",[],[],m
"নববর্ষের আনন্দে মুখরিত সকল বাঙালি। আসছে নতুন বছর, নতুন সূচনা, নতুন আশা। বছরের শুরুতে আসুন আমরা সকলে মিলে নতুন প্রত্যাশা, নতুন স্বপ্ন নিয়ে এগিয়ে যাই। আমার এবং ডিবিএল সিরামিকস-এর পক্ষ থেকে সবাইকে জানাই নববর্ষের শুভেচ্ছা। 
#DBLceramics #PohelaBoishakh #SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/455634420220936/?__cft__[0]=AZUZcKXZnXi0VEadSw_CVM-1ay9hLsuB4bkXfchiXzezXzxlHB7j8M64NAyAq11bPJNbm8exnGCKvo5bDLxDBVkFPA9FSQa3ZqKKoUZqXdMEqAYbBBpPhGX37eCmg5A9fviV7lhOwDpHwGLORWlxTueKB8ER5tchUNFGbEfNboqrWbziddF7T35H1hopDImTFY7c7YbtFFJK3XJctrj2OLHs&__tn__=%2B%3FFH-R'],m
"শুভ নববর্ষ! আশা করি আমাদের সবার জীবনে এই নতুন বছর অঢেল সুখ, শান্তি এবং আনন্দ নিয়ে আসবে।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/436935533_983404003138859_3906071988669618088_n.jpg?stp=dst-jpg_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=B-QbmdgRU6kQ7kNvgFdljDz&_nc_ht=scontent.fird1-1.fna&oh=00_AYDQ8z3zzaUoGJ9WdAJwnlYlxH1UdZHkFq66RXavDpOVAw&oe=666F69CC'],[],m
"Caption-  Kickstart your running journey with high-performance running shoes: NITRO 
Get your pair of NITROs today at these PUMA Stores!… See more",[],[],m
"ঈদের আনন্দ ছড়িয়ে যাক সবার ঘরে ঘরে... 
ভাইয়া হোটেলস এন্ড রিসোর্ট এর পক্ষ থেকে সবাইকে জানাই ঈদুল ফিতরের শুভেচ্ছা।
#bhaiyahotel 
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/3571839096478778/?__cft__[0]=AZX3fogSSwAupNdkxPurdwv55T7IFF68iV7fDcX8wcd791cBgusjXdR4Ktxr717by19ljiqFv2f-qw39p7S_802Bcg-1XnXuJrC8fQFhY2rzsn4g6o2O_k4w94un5jVH4Nag2ZFOAWnqNuW8tChkWQGBY_j9rAhtGvUfzIkgxBQfM2mZsQdsSAYzWMH1PnYg-wd7lONTw-RXFvNd4p5qgvbx&__tn__=%2B%3FFH-R'],m
"Eid Mubarak to you and your family! May this joyous occasion bring you peace, prosperity, and endless blessings.
আপনাকে এবং আপনার পরিবারকে ঈদ মোবারক! এই আনন্দের দিন আপনার জন্য শান্তি, সমৃদ্ধি এবং অফুরন্ত রহমত নিয়ে আসুক।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/436799498_981654489980477_4093840515420261515_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=H_y8uNB6J8gQ7kNvgFIDXEV&_nc_ht=scontent.fird1-1.fna&oh=00_AYAXbq_NDbVBqcJ9z7_jj-bWPMeoUakSPOLDh-cg9U2WHQ&oe=666F6873'],[],m
"উৎসবমুখর এই ঈদে আপনার ও আপনার পরিবারের জীবন ভরে উঠুক আনন্দ আর সমৃদ্ধিতে। আমার এবং ডিবিএল সিরামিকস-এর পক্ষ থেকে সবাইকে পবিত্র ঈদুল ফিতর এর শুভেচ্ছা।
#DBLceramics #SAH75 #Eid #EidUlFitr2024",[],['https://www.facebook.com/dblceramics/videos/816737640487046/?__cft__[0]=AZVqf21fGt60W5NRhN1OXKH_kmRkqb7I1ld6GEedKvA4JZSig1pxh_aqjfIVZ8bv9WmDse9W1fuOa4-SQXrnXvKYz_2g7e239gVNd786l1UxBGgVAiXzWdmad0YoL2A0oeiky2x9fN2UBRxyP2wzSZNXRc_o1InGkKPpQ_oBDqBrlWdWQ_8FaAUFHM0ei7SAihO8YA3mUAa5jlFgouNJQgRjh1UF5elc0GIfEJssNEBNMjmX4ljrSGN5XNImoMxj-YA&__tn__=%2B%3FFH-y-R'],m
"Tonight, as we embrace the serenity of Shab-e-Qadr, may our hearts be filled with peace, our souls with gratitude, and our prayers with sincerity. Wishing you all a truly blessed and a holy night ahead.
আজ রাতে যখন আমরা শব-এ-কদরের নির্মলতাকে আলিঙ্গন করি, আমাদের হৃদয় শান্তিতে, আমাদের আত্মা কৃতজ্ঞতায় এবং আন্তরিকতার সাথে আমাদের দোয়া পূর্ণ হোক। সবাইকে এই রহমতপূর্ণ ও পবিত্র রাতের শুভেচ্ছা জানাচ্ছি।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/435467421_979566960189230_4592318413079699911_n.jpg?stp=dst-jpg_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=54lMjAcop1AQ7kNvgGTstsE&_nc_ht=scontent.fird1-1.fna&oh=00_AYCh6KVd0XbwItSOT9JrvLN91dRDfyej6W9t1eT9z5MpyA&oe=666F3FF4'],[],m
"Elevate your lifestyle to extraordinary heights with Rupayan Sky Villa, the pinnacle of innovation and aspiration. 
Setting a new benchmark in luxury living like never seen before. Bangladesh’s first vertically elevated villas offer unparalleled elegance and mesmerizing views. Indulge in tranquility within your villa, while embracing the vibrant energy of city life. 
An address to be proud of!!… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/400370976046969/?__cft__[0]=AZVTmmNx4IsrJ1_quTsgNlb4Nj-wCxW1iWvWmgPac0USVph6cKEtRP1-rBscaj4N3iJU-GhXMv-SrhHx0cRHwGFzYHnEDeHN5T7XErqrwvf9mDnVRapBBbUy7c750kx7q0yYOI8ax7B5_Yq7VdYSO_ZDyUC5A75NXRcn3J7ojc5T8EK88w8RXlFMy0T7QC0BZU0u2HcQPAHDYfNqSjll-mEr&__tn__=%2B%3FFH-R'],m
"দেওয়ার মালিক ফিরিয়ে দেয় না......
�Watch now: 𝗟𝗼𝘃𝗲 𝗠𝗼𝗿𝗲, 𝗚𝗶𝘃𝗲 𝗠𝗼𝗿𝗲 - 𝗘𝘃𝗲𝗿𝘆 𝗦𝗺𝗶𝗹𝗲 𝗠𝗮𝘁𝘁𝗲𝗿𝘀 𝟮
𝐆𝐨𝐨𝐝 𝐝𝐞𝐞𝐝𝐬 𝐫𝐞𝐭𝐮𝐫𝐧 𝐰𝐢𝐭𝐡 𝐫𝐞𝐰𝐚𝐫𝐝𝐬, 𝐟𝐚𝐭𝐞 𝐠𝐫𝐚𝐧𝐭𝐬 𝐰𝐡𝐚𝐭'𝐬 𝐦𝐞𝐚𝐧𝐭 𝐭𝐨 𝐛𝐞, 𝐚𝐧𝐝 𝐰𝐢𝐭𝐡 𝐥𝐨𝐯𝐞𝐝 𝐨𝐧𝐞𝐬 𝐛𝐲 𝐲𝐨𝐮𝐫 𝐬𝐢𝐝𝐞, 𝐲𝐨𝐮 𝐜𝐚𝐧 𝐨𝐯𝐞𝐫𝐜𝐨𝐦𝐞 𝐚𝐧𝐲 𝐜𝐡𝐚𝐥𝐥𝐞𝐧𝐠𝐞.
#OPPOXShakibAlHasan #LoveMoreGiveMore #OPPOBD10thAnniversay #SamePriceEnjoyMore #OPPOA38 6GB
#OPPO
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1061607664939267/?__cft__[0]=AZUjUQTmT5O96Dm1TG4X0LcHyGnW028ZScAVLmMxaevKkHR-8LIjadz3HGeG9kv4YiHmPVRU1lJPjKkV2Tf4XkL16Mr0Bstam9G3EOIGTlyp9LIuwknQnBUpNChM4EQZCn_IWp9yqe_zC4Hde0aERSEbymc4shrF-jiqzWBlIemNiUJQbaMhCNnqZLfrSU6Grx7v7b7ZZJpNJa81Y5Pd6xxl&__tn__=%2B%3FFH-R'],m
"#RupayanCity
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/926325362522411/?__cft__[0]=AZVxS4IhShNMSZ9reCVeZBKNwWsUiBMY6l9gLvwyYCQk-lrPYFfg2gYYR-v957awK2DZw5ejaVtQH76FgaAww3FDb6kvhcsTCGdQKnMZOC5K3mYBWUVaV9zH4mbOaURlcYv1cpgvpfsYxq2iYqh2yZGOfmqObJpq6jnyI4rNpP8xEYE7o0itQNtvSnEpei3fmot926mEZdgV0pNwHeiFkbB6&__tn__=%2B%3FFH-R'],m
"অপোর সাথে আমার অভিনীত শর্ট ফিল্ম দেখতে চোখ রাখুন!
#OPPO
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1610581763012385/?__cft__[0]=AZXb1bwipiWfOJFKJ7qQazRsX_iOwfD3irJJQefKM9hiz9hyH_U4jdIGIMLd6--jrGMED_q6Cg8OE63QQ-rKAUobtvctynK0O8X6tj9z-xbqnRGxMsRV2gLr1HfvCFCC8FvH9wWXP_2louYD1nZDD9SVab3jPBoslkbZ-Fyx-P8tyBZ0BwO9dUrgwpqNIrx8Y9rsWdOL4eq5CFflprIG5MeK&__tn__=%2B%3FFH-R'],m
"Shakib Al Hasan returns to the lineup as the Tigers aim to even the series against the Lankans in the decisive final Test of the two-match series.
টেস্ট দলে ফিরেছেন সাকিব আল হাসান এবং দুই ম্যাচ সিরিজের নির্ণায়ক শেষ টেস্টে লঙ্কানদের বিপক্ষে সিরিজ সমান করার লক্ষ্যে টাইগাররা।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434312686_974819477330645_2510298552990850119_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ybASIhDjaHoQ7kNvgGTMcda&_nc_ht=scontent.fird1-1.fna&oh=00_AYDW86tuyfViCTJR52AMLew0joOxsvg0x7XNR3qqHtEdtA&oe=666F5A86'],[],m
"Gear up level up with SAH75
Series of SAH75 T-Shirt
Online Order visit: www.stepfootwear.com/SAH75
SAH75 Product available in STEP Outlets:
Bashundhara City… See more","['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434283364_974370017375591_1113145912375130766_n.jpg?stp=dst-jpg_p600x600&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Yyd2xuPgEwgQ7kNvgFVO6Iz&_nc_ht=scontent.fird1-1.fna&oh=00_AYANGXCwNKVHrN4_rLhVUpDRJKfcAB28vPcxTYZiRV-okA&oe=666F625D', 'https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/433196949_974370054042254_8040720454312815771_n.jpg?stp=dst-jpg_p600x600&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=eQ_e4G2MaFcQ7kNvgFK6bOO&_nc_ht=scontent.fird1-1.fna&oh=00_AYA4-4ytS3-nrwWFv7YhmiuptQC8d0VqzD7Nfbnybv2qyg&oe=666F478A', 'https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434311628_974370100708916_2339491848742598604_n.jpg?stp=dst-jpg_p600x600&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GAXaSPZ9x-cQ7kNvgFFNAuT&_nc_ht=scontent.fird1-1.fna&oh=00_AYBOTLDXvFln3oUJstoXlrDyeSOc6NYijOq5zJJQ3dXURg&oe=666F3CBB', 'https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/433144333_974370140708912_6508283913362596962_n.jpg?stp=dst-jpg_p600x600&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=0fJPP5Qvm7UQ7kNvgFU_8Fc&_nc_ht=scontent.fird1-1.fna&oh=00_AYDDlZcq_U0UoC9YgnJOD8i-i7FCFgLMjF7WCraMeWAkKg&oe=666F3B68', 'https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434291405_974370174042242_4556428865000023713_n.jpg?stp=dst-jpg_p600x600&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=vv6gbXOcmL0Q7kNvgHtzCrC&_nc_ht=scontent.fird1-1.fna&oh=00_AYBOllcCVc57sJM11N0VxnhHig89ov27fwpo6KpJCtxVHQ&oe=666F4C7E']",[],m
"ভাল কাজের গল্প কমেন্ট এ লিখে পাঠাও আর জিতে নাও অপো A38!
শর্তাবলী: 
     -ভিডিওটি লাইক দিয়ে কাছের মানুষদের ট্যাগ করুন।
- হ্যাশট্যাগ ব্যবহার করুন: #OPPOBD10thAnniversary, #LoveMoreGiveMore, #OPPOA38 6GB, #SamePriceEnjoyMore #OPPOimagineIF  -এবং শেয়ার করুন আপনার টাইমলাইনে।
#OPPO… See more",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/1081777959928361/?__cft__[0]=AZUcRlB2LQZnSE2wCiA_B1GAjJIxc52-5paE1vLKB_oZRoHmnGRD9893UHdSusqCv_y4iLscGRn7edyRuYSJbe_xnLEpH0UQ3wQKqEH4ewYJPR5ESvkQuiJgie-GCja4rIr93KgQm5WLZMsnXcwwzxjThjfSg4wDLD-fyewjICdtDJunFNS19KQA67vj4GXeICToN-ULytzpyAOMphncwe22&__tn__=%2B%3FFH-R'],m
"নগদের এই দারুণ পথচলার একজন সঙ্গী হতে পারা আমার জন্য খুবই আনন্দের একটি বিষয়। পাঁচ বছরে দেশের কোটি মানুষের জন্য ফিন্যান্সিয়াল সার্ভিসের সংজ্ঞা বদলে দিয়েছে নগদ, আর নগদের হাত ধরেই শুরু হতে চলেছে দেশের প্রথম ডিজিটাল ব্যাংক। সব সম্ভবের এই সাহসী পথচলায় নগদের জন্য রইলো শুভকামনা।
আপনার ছবি এবং নাম দিয়ে প্রতিষ্ঠাবার্ষিকীর এই উদযাপনে আপনিও অংশগ্রহন করতে পারেন এই লিংক থেকে: https://frame.nagad.com.bd/
#SAH75 #Nagad",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434228697_972946260851300_7543858960778338237_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hGSY3w0cBkIQ7kNvgGRPaGD&_nc_ht=scontent.fird1-1.fna&oh=00_AYC95ofYdttpjrYxFWGoGcYL8QAj6V-2EeHyaaK2JASI1w&oe=666F6C47'],[],m
"On this momentous occasion of Bangladesh's Independence Day, we commemorate the spirit of resilience, sacrifice, and triumph that marked the birth of our beloved nation. March 26 stands as a testament to the unwavering courage of our people, guided by the visionary leadership of Bangabandhu Sheikh Mujibur Rahman. His impassioned call for liberation ignited a flame of hope that illuminated the path towards sovereignty and self-determination. Today, let us renew our commitment … See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434254160_972741730871753_2277102403830107311_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=zFczF6mWymUQ7kNvgHEJdH6&_nc_ht=scontent.fird1-1.fna&oh=00_AYAFtDxvCpe4_qHRx5MUZa7-aGpoSzps7aki_fFmxY14sQ&oe=666F4A30'],[],m
"#OPPOxShakibAlHasan #OPPO10thAnniversary  OPPO A38 একি দামে বেশি বেশি
#OPPO 
#SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/930308055437746/?__cft__[0]=AZUJ2C9hXVQTcd1CIqLj4n5464dMXWHB9tfym0Slj6OCyQWFg3RMmCcRVBooBEZexLWyqzDHLiYe1sFPrfWemMpbFfnBVsPEV39vRDhhOlKA1mBP68FbJMmJCD9bx1-yv1dLhjU8H5t2dc8YgMgFn8_JhVSVtdk1G-a-6CCVMpsJlxT5Fv5lPcZyTSNs34a5QqMeGSRWfavdr7g2XXYF9lU9&__tn__=%2B%3FFH-R'],m
Thank you #ZanZee,[],['https://www.facebook.com/zanzeebd/videos/420297597348463/?__cft__[0]=AZV_Kzp6jE6DmyXsVzunanxlti8GhPDuhZb8-946YjWCOskiQwH_NAhpGJGEZ69ULPlVNvmnmkGN0BhGv7DDbVuqAapgO-UmYfJBnVi3FCNZ46B8iJiOS5tmneqcxz8sjT0S3chY4djE4Lz1WQIJP4BdrO5ibhrgS6BNw56VJKf89eFelcbEQISAreC5B-jk1NdmET0XtuwE1CkI3AjLE2DL8HN1iQKUnO5B5RV9AecMkgAZVPm43C_2zkCEB8JuQEg&__tn__=%2B%3FFH-y-R'],m
"Surprise gift from #OPPO
Let this journey continue …..",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/433136740_971526900993236_9166156641760794309_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=v2JW2Y0gsLgQ7kNvgH4ffOR&_nc_ht=scontent.fird1-1.fna&oh=00_AYDraOlKLu-OBEWuNNmU7pBEBjDTomLjfxkwt6talXXalw&oe=666F3C93'],[],m
"As the curtain falls on one year and rises on another, your steadfast commitment, tireless effort, unwavering dedication, and boundless passion for both your craft and your nation propel you ever forward with heightened resilience! May your path be illuminated by a steady stream of growth and accomplishments, serving as a source of pride for us all. Sending you the heartiest of birthday wishes!
একটি বছর শেষ হওয়ার সাথে আরেকটি শুরু হয়, কিন্তু আপনার অবিচল প্রতিশ্রুতি, অক্লান্… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434273558_971509907661602_3449362295426863215_n.jpg?stp=dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=L0DMCsMdU64Q7kNvgFM7eVn&_nc_ht=scontent.fird1-1.fna&oh=00_AYBUOehkbnmOEcFy7nwQIxh_EY3jpRYrGx60PyWRvv0f-g&oe=666F4540'],[],m
"অথেনটিক কসমেটিকসের সবচেয়ে বড় রিটেইল চেইন শপ ‘হারল্যান স্টোর’ এর যমুনা ফিউচার পার্ক শাখায় আমি আসছি আপনাদের মাঝে।
ঠিকানা: ওয়েস্ট কোর্ট, নীচ তলা, যমুনা ফিউচার পার্ক
সময়: ২৫ মার্চ ২০২৪, দুপুর ২টা… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/433091195_971268664352393_4467380111211901429_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=dMq5I77nBVQQ7kNvgHfx7cA&_nc_ht=scontent.fird1-1.fna&oh=00_AYA-80teWTsFny_XdnIe7csdE5MYvR2I2Ot5_FXh770RGg&oe=666F4E96'],[],m
"#OPPOxShakibAlHasan #OPPO10thAnniversary
#OPPO #SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/433136727_970810724398187_1997075909989711794_n.jpg?stp=dst-jpg_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=x5VXwHJDhfEQ7kNvgFZHNVt&_nc_ht=scontent.fird1-1.fna&oh=00_AYCL51wqfp5Ha_02wr_rXLcjVCG0geu5HCw4tdLiSDXNvA&oe=666F4232'],[],m
"Having wrapped up the limited-over leg, the Tigers are now gearing up for the longest format as they prepare to take on the Lankans in the 1st Test at Sylhet International Cricket Stadium.
সীমিত ওভারের ম্যাচগুলো শেষ করে, টাইগাররা এখন সিলেট আন্তর্জাতিক ক্রিকেট স্টেডিয়ামে খেলার দীর্ঘতম ফরম্যাটে প্রথম টেস্টে লঙ্কানদের বিরুদ্ধে লড়াইয়ের জন্য প্রস্তুত।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/434042160_970259114453348_4065902806967351471_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2WhCusMdQYYQ7kNvgH5mzJ9&_nc_ht=scontent.fird1-1.fna&oh=00_AYDk-br6OuiHI1l-TLGQzxOVxn9TUW_RXNzz8EzjCFJunA&oe=666F5E18'],[],m
"Milestones to Memories. 𝐖𝐡𝐚𝐭’𝐬 𝐧𝐞𝐱𝐭…? 
#OPPOxShakibAlHasan #OPPO10thAnniversary
#OPPO #SAH75",[],['https://www.facebook.com/Shakib.Al.Hasan/videos/2136238800070387/?__cft__[0]=AZWVmYLd_WMCTFUEuW0_2XLI_7ghvJxlCBx4qrZtkusotAUXQEKtMzq6SV5x_k2gBpIft7AuUzOsczmikmsvWR7iJs4ttSzzsJWWnuh5-UizEr9PpL13VpahSZglxEOb4eCMqsN3TqWMnCfwWg6ajedqUj_Rmb_NBUGD9YckByCSup87Ls_ddwJl_8TqaXaK2gsB2Y6dZpNaz6aemgNX1ODo&__tn__=%2B%3FFH-R'],m
"The Tigers romp home to a series victory against the Lankans through a convincing victory of 4 wickets in the 3rd and final ODI of the series.
সিরিজের ৩য় ও শেষ ওয়ানডেতে ৪ উইকেটে বিশাল জয়ের মাধ্যমে লঙ্কানদের বিপক্ষে সিরিজ বিজয়ী টাইগাররা।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/433870015_968575914621668_390729286590928916_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Bh0A7fM0SV8Q7kNvgGsKhag&_nc_ht=scontent.fird1-1.fna&oh=00_AYAmwAoQ7Tb6x-sPSU3MZxLbGfLi-Pgq-gtFRTHHja8fXA&oe=666F4BFF'],[],m
"It is once again time for another thrilling series decider for the Tigers against the Lankans when they will face each other in the 3rd and final match of the ODI series.
ওয়ানডে সিরিজের তৃতীয় এবং শেষ ম্যাচে লঙ্কানদের বিপক্ষে টাইগারদের জন্য আরেকটি রোমাঞ্চকর সিরিজ নির্ধারণী ম্যাচের সময় এসেছে।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/432630267_968098764669383_4421516443821714484_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=v468QYwjTCkQ7kNvgGqpeX4&_nc_ht=scontent.fird1-1.fna&oh=00_AYBv1Cl8JwGBiZs17kAvXqBSF4nWPbuR-HdQv2u6uO7afA&oe=666F3EFB'],[],m
"Celebrating 17th March, the birth anniversary of the Father of our Nation. The greatest Bangali of all time, Bangabandhu, was a visionary leader whose enduring legacy continues to inspire generations with his profound commitment to peace, justice, and the pursuit of freedom. Today, we honor and remember his remarkable contributions that shaped the course of history and paved the way for a better tomorrow.
১৭ই মার্চ, জাতির পিতার জন্মবার্ষিকী উদযাপন করছি আজ। সর্বকালের সর্বশ্রে… See more",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/432660082_967729458039647_2622306996687685372_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JLX2AAsjeWQQ7kNvgGkgwl8&_nc_ht=scontent.fird1-1.fna&oh=00_AYBTgIjDzq6GhjLVbvvC3sXf67S7zTKFxc6DfNUZk7Gyqw&oe=666F3B45'],[],m
"After securing victory in the first match, the Tigers are poised to seize the series as they face off against the Lankans in the 2nd ODI at Chattogram.
প্রথম ম্যাচে জয় নিশ্চিত করার পর, টাইগাররা চট্টগ্রামে দ্বিতীয় ওয়ানডেতে লঙ্কানদের বিরুদ্ধে মুখোমুখি হয়ে সিরিজ নিজেদের করে নিতে প্রস্তুত।
#SAH75",['https://scontent.fird1-1.fna.fbcdn.net/v/t39.30808-6/432527341_966461628166430_3365340640589222697_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=l3Q0GlyxZ3gQ7kNvgHPo3fa&_nc_ht=scontent.fird1-1.fna&oh=00_AYC_GehLHulAhDudNaCRuVN9X6kKvVMgQye4viCykIpsjw&oe=666F627C'],[],m
